Title,Description,LocationName
"Termas de Chaves","As Termas de Chaves, situadas no coração da cidade, são conhecidas desde a época romana pelas suas águas minerais naturais, com propriedades terapêuticas. As águas, hipertermais (com temperaturas superiores a 70°C), são indicadas para o tratamento de doenças reumáticas, musculoesqueléticas e respiratórias. O complexo termal inclui um balneário termal, um spa e um parque termal, onde os visitantes podem desfrutar de banhos em piscinas de água quente, jacuzzis, saunas e banhos turcos. As termas são um local de eleição para quem procura relaxar e recuperar energias, num ambiente tranquilo e revitalizante. A cidade de Chaves oferece, ainda, um rico património histórico e cultural, com destaque para a ponte romana, o castelo e o museu da região flaviense.",Chaves
"Termas de Carvalhelhos","As Termas de Carvalhelhos, situadas no concelho de Boticas, são conhecidas pelas suas águas minerais naturais, com propriedades digestivas e diuréticas. As águas, bicarbonatadas sódicas, são engarrafadas e comercializadas em todo o país. O complexo termal inclui um balneário termal, um spa e um parque de merendas, onde os visitantes podem desfrutar de banhos em piscinas de água quente, tratamentos de bem-estar e atividades de lazer. As termas estão inseridas numa área de grande beleza natural, rodeada por bosques de carvalhos e castanheiros, ideal para caminhadas e piqueniques. As Termas de Carvalhelhos são um local de eleição para quem procura relaxar e usufruir dos benefícios das águas minerais, num ambiente sereno e acolhedor.",Boticas
"Parque Arqueológico do Vale do Tua","O Parque Arqueológico do Vale do Tua, situado no concelho de Alijó, é um espaço de divulgação e interpretação do património arqueológico da região. O parque inclui um centro de interpretação, onde são apresentados os resultados das escavações arqueológicas realizadas no vale do Tua, e um percurso arqueológico, que permite visitar os principais sítios arqueológicos da área. O vale do Tua é rico em vestígios arqueológicos, que testemunham a ocupação humana desde a Pré-História até à Idade Média, com destaque para as gravuras rupestres do Cachão da Rapa, os castros e as antas. O parque oferece, ainda, atividades pedagógicas e lúdicas, que visam sensibilizar os visitantes para a importância da preservação do património arqueológico.",Alijó
"Miradouro de São Lourenço","Localizado no Pico de São Lourenço, o Miradouro de São Lourenço oferece uma vista deslumbrante sobre a cidade de Peso da Régua e o vale do Douro. O miradouro, situado a 498 metros de altitude, permite avistar o rio Douro, as vinhas em socalco e as quintas produtoras de vinho do Porto. No local, ergue-se a capela de São Lourenço, um pequeno templo de origem medieval, que foi reconstruído no século XVIII. O miradouro é um local muito procurado para contemplar o pôr-do-sol e para fotografar a paisagem única do Alto Douro Vinhateiro, classificado como Património Mundial pela UNESCO. O acesso ao miradouro é feito por uma estrada sinuosa, que serpenteia pela encosta, oferecendo, ao longo do percurso, várias perspetivas sobre o vale.",Peso da Régua
"Estação Arqueológica do Cabeço do Vouga","A Estação Arqueológica do Cabeço do Vouga, situada no concelho de Águeda, é um importante sítio arqueológico que testemunha a ocupação humana desde a Idade do Ferro até à Idade Média. O sítio, identificado com a antiga cidade de Talábriga, mencionada nas fontes romanas, inclui vestígios de um castro, de uma villa romana e de uma necrópole medieval. As escavações arqueológicas realizadas no local permitiram identificar estruturas defensivas, habitações, termas e um fórum, que atestam a importância do povoado durante o período romano. A estação arqueológica está equipada com um centro de interpretação, onde são apresentados os resultados das investigações e os objetos encontrados nas escavações. O Cabeço do Vouga é um local de grande interesse histórico e arqueológico, que permite compreender a evolução do povoamento na região.",Águeda
"Paúl de Arzila","A Reserva Natural do Paúl de Arzila, situada no concelho de Montemor-o-Velho, é uma zona húmida de grande importância ecológica, que alberga uma diversidade de habitats e espécies. A reserva, integrada na Rede Natura 2000, é caracterizada por sapais, caniçais, juncais e lameiros, que proporcionam abrigo e alimento a uma avifauna rica e variada. Entre as espécies que podem ser observadas no Paúl de Arzila, destacam-se a garça-vermelha, o pato-real, o milhafre-preto, o pisco-de-peito-azul e o rouxinol-bravo. A reserva oferece um percurso pedestre, que permite explorar a sua riqueza natural, com vários observatórios de aves e painéis informativos. O Paúl de Arzila é um local ideal para os amantes da natureza e da observação de aves, proporcionando momentos de tranquilidade e contacto com a biodiversidade.",Arzila
"Farol de Aveiro","O Farol de Aveiro, também conhecido como Farol da Barra, é o farol mais alto de Portugal, com 62 metros de altura. Situado na praia da Barra, em Ílhavo, o farol foi inaugurado em 1893 e é um dos ex-libris da cidade de Aveiro. A sua torre, em forma de cilindro, é revestida a azulejos brancos e vermelhos, que a tornam inconfundível. O farol está aberto ao público, permitindo subir os 288 degraus até ao topo, de onde se desfruta de uma vista panorâmica sobre a ria de Aveiro, o oceano Atlântico e a costa. O farol é, ainda, um importante auxílio à navegação, emitindo um feixe de luz visível a 50 quilómetros de distância. A praia da Barra, com o seu extenso areal e as suas coloridas casas de pescadores, é um local muito procurado para banhos e desportos náuticos.",Aveiro
"Costa Nova","A Costa Nova, situada no concelho de Ílhavo, é conhecida pelas suas pitorescas casas riscadas, pintadas com cores vivas e listas horizontais. Originalmente, estas casas eram palheiros, utilizados pelos pescadores para guardar os apetrechos de pesca e as suas embarcações. Com o tempo, os palheiros foram transformados em casas de veraneio, mantendo a sua arquitetura característica. A Costa Nova oferece um extenso areal, ideal para caminhadas, banhos e desportos náuticos, como o surf e o kitesurf. A praia é, também, um local de eleição para a prática de birdwatching, dada a proximidade da ria de Aveiro e da sua rica avifauna. Os bares e restaurantes, especializados em peixe e marisco fresco, completam a oferta desta estância balnear, tornando-a um destino muito popular no verão.",Ílhavo
"Reserva Natural das Dunas de São Jacinto","A Reserva Natural das Dunas de São Jacinto, situada na península de São Jacinto, é uma área protegida que se estende ao longo do cordão dunar que separa a ria de Aveiro do oceano Atlântico. A reserva, criada em 1979, tem como objetivo a proteção dos ecossistemas dunares e dos habitats associados, como as matas de pinheiro-bravo, os prados húmidos e os sapais. A fauna da reserva inclui espécies como a raposa, o texugo, o ouriço-cacheiro, a garça-branca-pequena, o borrelho-de-coleira-interrompida e a andorinha-do-mar-anã. A reserva oferece um percurso pedestre, que permite explorar a sua diversidade paisagística e observar a sua riqueza faunística e florística. O acesso à península de São Jacinto é feito por barco, a partir de Aveiro, ou por estrada, através de uma ponte que a liga a Ovar.",São Jacinto
"Museu Marítimo de Ílhavo","O Museu Marítimo de Ílhavo, fundado em 1937, é um espaço dedicado à preservação e divulgação da cultura marítima da região de Aveiro. O museu, instalado num edifício moderno, inclui exposições permanentes e temporárias, que abordam temas como a pesca do bacalhau, a faina maior, a ria de Aveiro e a construção naval. O aquário de bacalhaus, um dos ex-libris do museu, permite observar exemplares vivos de bacalhau do Atlântico, numa recriação do seu habitat natural. O museu possui, ainda, uma biblioteca especializada em temas marítimos e um arquivo histórico, que reúne documentação relacionada com a pesca e a navegação. O Museu Marítimo de Ílhavo é um local de visita obrigatória para quem quer conhecer a forte ligação da região ao mar e à pesca.",Ílhavo
"Universidade de Aveiro","A Universidade de Aveiro, fundada em 1973, é uma das mais jovens e dinâmicas universidades portuguesas. O campus universitário, situado na periferia da cidade, é um exemplo de arquitetura moderna, com edifícios inovadores e espaços verdes. A universidade oferece uma vasta gama de cursos de licenciatura, mestrado e doutoramento, nas áreas das ciências, tecnologias, humanidades e artes. A biblioteca da universidade, com o seu design arrojado, é um dos edifícios mais emblemáticos do campus. A Universidade de Aveiro é, também, um importante centro de investigação, com vários laboratórios e unidades de I&D, que desenvolvem projetos em parceria com empresas e instituições nacionais e internacionais. A universidade contribui, decisivamente, para o desenvolvimento económico e cultural da região de Aveiro.",Aveiro
"Sé de Aveiro","A Sé de Aveiro, antiga Igreja do Convento de São Domingos, é um dos mais importantes monumentos religiosos da cidade. A igreja, construída no século XV, sofreu várias alterações ao longo dos séculos, adquirindo a sua atual feição barroca no século XVIII. No interior, destacam-se os altares em talha dourada, os azulejos historiados e o túmulo de Santa Joana Princesa, obra-prima da escultura renascentista portuguesa. A capela-mor, revestida a talha dourada, é um exuberante exemplo do estilo barroco joanino. A sé está classificada como Monumento Nacional e é um local de culto e de peregrinação, dada a devoção a Santa Joana, padroeira da cidade. O claustro do convento, de estilo renascentista, acolhe, atualmente, o Museu de Aveiro.",Aveiro
"Capela de São Gonçalinho","A Capela de São Gonçalinho, situada no bairro da Beira-Mar, em Aveiro, é um pequeno templo de origem medieval, dedicado a São Gonçalo de Amarante. A capela, reconstruída no século XVI, é conhecida pela sua original arquitetura, com uma cúpula bolbosa revestida a azulejos, e pelas festas em honra do santo, que se realizam em janeiro. Durante as festas, os devotos atam cebolas às vestes do santo, como forma de agradecimento por graças alcançadas, e lançam cavacas da cúpula da capela para a multidão. A capela está classificada como Imóvel de Interesse Público e é um dos símbolos da identidade cultural da cidade. A sua localização, junto aos canais da ria, torna-a um local pitoresco e muito fotografado por visitantes.",Aveiro
"Parque da Cidade de Aveiro","O Parque da Cidade de Aveiro, também conhecido como Parque da Baixa de Santo António, é um espaço verde localizado no coração da cidade. O parque, inaugurado em 1995, ocupa uma área de 10 hectares e inclui um lago, um anfiteatro ao ar livre, um parque infantil e um circuito de manutenção. O lago, atravessado por pontes pedonais, é habitado por patos, cisnes e outras aves aquáticas, que tornam o local aprazível para passeios e piqueniques. O parque é, também, um local de realização de eventos culturais e desportivos, como concertos, feiras e maratonas. A sua proximidade do centro histórico e dos canais da ria fazem do Parque da Cidade um local de eleição para o lazer e o convívio dos aveirenses e visitantes.",Aveiro
"Ecomuseu Marinha da Troncalhada","O Ecomuseu Marinha da Troncalhada, situado na ria de Aveiro, é um espaço museológico ao ar livre, dedicado à preservação e divulgação das salinas tradicionais. O ecomuseu inclui um percurso interpretativo, que permite conhecer o processo de produção do sal, as técnicas utilizadas pelos marnotos (salinicultores) e a biodiversidade associada às salinas. As salinas da Troncalhada, em funcionamento desde o século XIX, são um exemplo do património cultural e natural da região, albergando espécies de aves como o perna-longa, o borrelho-de-coleira-interrompida e o flamingo. O ecomuseu oferece, ainda, atividades pedagógicas e workshops, que visam sensibilizar os visitantes para a importância da preservação das salinas e da sua biodiversidade. A visita ao Ecomuseu Marinha da Troncalhada é uma oportunidade única para contactar com as tradições salícolas e a paisagem única da ria.",Aveiro
"Cais da Ribeira de Esgueira","O Cais da Ribeira de Esgueira, situado na freguesia de Esgueira, em Aveiro, é um antigo porto de pesca, que testemunha a importância da atividade piscatória na região. O cais, recuperado e requalificado, é hoje um local de lazer e de contemplação da ria, com vários restaurantes e esplanadas, onde se pode saborear peixe e marisco fresco. O cais é, também, um local de partida para passeios de barco pela ria de Aveiro, que permitem explorar os canais, as salinas e os esteiros, e observar a fauna e flora características. A Ribeira de Esgueira mantém o seu carácter tradicional, com as suas casas de pescadores e os seus barcos moliceiros atracados, oferecendo uma imagem autêntica da vida na ria.",Esgueira
"Ponte dos Namorados","A Ponte dos Namorados, também conhecida como Ponte do Laço, é uma ponte pedonal situada no canal do Côjo, em Aveiro. A ponte, de estrutura metálica, é decorada com laços coloridos, colocados pelos namorados como símbolo do seu amor. A tradição, semelhante à do Ponte dos cadeados de Paris, tornou a ponte num local romântico e muito procurado por casais. A ponte oferece uma vista pitoresca sobre os canais da ria e as coloridas fachadas dos edifícios da cidade. A sua localização, próximo da praça do Peixe e do mercado do peixe, torna-a um ponto de passagem obrigatório para quem visita Aveiro. A Ponte dos Namorados é, assim, um símbolo do carácter acolhedor e romântico da cidade.",Aveiro
"Praça do Peixe","A Praça do Peixe, situada no coração de Aveiro, é um espaço histórico, outrora dedicado à venda de peixe. A praça, rodeada por edifícios de arquitetura tradicional, é hoje um local de restauração, com vários restaurantes e esplanadas, onde se pode degustar a gastronomia regional, com destaque para as enguias de caldeirada, o bacalhau e os mariscos. No centro da praça, ergue-se um chafariz de ferro, que outrora abastecia a população de água. A Praça do Peixe é, também, um local de realização de eventos culturais, como feiras, concertos e exposições. A sua proximidade dos canais e dos principais monumentos da cidade fazem dela um local animado e de grande afluência, tanto de locais como de turistas.",Aveiro
"Fábrica da Ciência Viva","A Fábrica da Ciência Viva, situada em Aveiro, é um centro de ciência e tecnologia, que tem como objetivo promover a cultura científica e tecnológica junto do público em geral. O centro, instalado numa antiga fábrica de cerâmica, inclui exposições interativas, laboratórios, um auditório e um planetário. As exposições, de caráter lúdico e educativo, abordam temas como a física, a química, a biologia, a robótica e a astronomia. A Fábrica da Ciência Viva oferece, ainda, um vasto programa de atividades, como workshops, palestras, observações astronómicas e campos de férias, destinados a crianças, jovens e adultos. O centro é um espaço de descoberta e aprendizagem, que estimula a curiosidade e o gosto pela ciência, contribuindo para a formação de cidadãos mais informados e críticos.",Aveiro
"Estação de Comboios de Aveiro","A Estação de Comboios de Aveiro, inaugurada em 1916, é um dos edifícios mais emblemáticos da cidade, conhecido pelos seus painéis de azulejos que revestem as fachadas. Os azulejos, da autoria de Licínio Pinto, representam cenas da vida tradicional da região, como a pesca, a apanha do moliço, a produção de sal e as festas populares. A estação, de arquitetura revivalista, é um exemplo notável da aplicação do azulejo como elemento decorativo e narrativo. O interior do edifício mantém a sua traça original, com bilheteiras em madeira e bancos de época. A Estação de Aveiro é, não só um importante nó ferroviário, que liga a cidade ao resto do país, mas também um monumento de interesse artístico e cultural, que merece uma visita atenta.",Aveiro
"Capela do Senhor das Barrocas","A Capela do Senhor das Barrocas, situada em Aveiro, é um notável exemplo da arquitetura barroca portuguesa. A capela, construída no século XVIII, é conhecida pela sua fachada ricamente decorada, com elementos em talha dourada, azulejos e estátuas. O interior, de planta centralizada, é revestido a talha dourada, criando um efeito de grande riqueza e movimento. O altar-mor, dedicado ao Senhor das Barrocas, é uma obra-prima da talha barroca, com colunas salomónicas, anjos e motivos florais. A capela está classificada como Monumento Nacional e é um local de culto e de peregrinação, especialmente durante a festa em honra do Senhor das Barrocas, que se realiza em setembro. A sua localização, no centro da cidade, torna-a um ponto de referência do património religioso aveirense.",Aveiro
"Museu de Aveiro","O Museu de Aveiro, instalado no antigo Convento de Jesus, é um dos mais importantes museus de arte sacra de Portugal. O museu, fundado em 1911, ocupa as dependências do convento, onde viveu e morreu a Princesa Santa Joana, filha do rei D. Afonso V. O acervo do museu inclui pintura, escultura, ourivesaria, têxteis e cerâmica, dos séculos XV ao XVIII, com destaque para o túmulo de Santa Joana, uma obra-prima do renascimento português. As salas do museu, como a sala do capítulo, a capela-mor e os claustros, conservam a sua decoração original, com azulejos, talha dourada e pinturas murais. O Museu de Aveiro é, não só um repositório de arte e história, mas também um local de memória da vida conventual e da devoção a Santa Joana, padroeira da cidade.",Aveiro
"Palácio do Gelo","O Palácio do Gelo, situado em Viseu, é um centro comercial que inclui uma pista de gelo, única em Portugal. O complexo, inaugurado em 2008, é um espaço de comércio, lazer e entretenimento, com mais de 100 lojas, um hipermercado, um cinema, um bowling e vários restaurantes. A pista de gelo, com 600 m², é o ex-libris do Palácio do Gelo, atraindo visitantes de todo o país para praticar patinagem no gelo, hockey e curling. O centro oferece, ainda, atividades como escalada, karting e jogos de realidade virtual. O Palácio do Gelo é, assim, um local de eleição para compras e diversão, para todas as idades, tornando-se um dos pontos de referência da cidade de Viseu.",Viseu
"Parque Aquilino Ribeiro","O Parque Aquilino Ribeiro, também conhecido como Parque da Cidade de Viseu, é um espaço verde localizado no centro da cidade. O parque, inaugurado em 1933, ocupa uma área de 8 hectares e inclui um lago, um coreto, um parque infantil e um quiosque. O lago, habitado por patos e cisnes, é atravessado por pontes pedonais e rodeado por árvores centenárias, que proporcionam sombra e frescura. O parque é um local de lazer e convívio para os viseenses, ideal para passeios, jogos e piqueniques. A sua localização, próximo do centro histórico e da Sé de Viseu, torna-o um local de passagem obrigatória para quem visita a cidade. O Parque Aquilino Ribeiro é, também, um palco de eventos culturais, como concertos, feiras e exposições.",Viseu
"Sé de Viseu","A Sé de Viseu, também conhecida como Catedral de Viseu, é um dos mais importantes monumentos religiosos da cidade. A catedral, construída no século XIII, sofreu várias alterações ao longo dos séculos, adquirindo a sua atual feição maneirista no século XVII. A fachada principal, com as suas duas torres sineiras, é um exemplo do estilo chão, característico da arquitetura religiosa portuguesa da época. No interior, destacam-se o claustro renascentista, a capela-mor, com o seu retábulo em talha dourada, e o cadeiral do coro alto, uma obra-prima da talha barroca. A sé está classificada como Monumento Nacional e é um local de culto e de visita obrigatória para quem quer conhecer a história e a arte de Viseu. O museu da sé, instalado no claustro, exibe um acervo de arte sacra, com peças de ourivesaria, pintura e escultura.",Viseu
"Museu Nacional Grão Vasco","O Museu Nacional Grão Vasco, situado no centro histórico de Viseu, é um dos mais importantes museus de arte antiga de Portugal. O museu, instalado no antigo Paço Episcopal, exibe uma coleção de pintura, escultura, ourivesaria e cerâmica, dos séculos XII ao XIX, com destaque para as obras do pintor renascentista Vasco Fernandes, conhecido como Grão Vasco. As pinturas de Grão Vasco, como o ""Pentecostes"", a ""Criação dos Animais"" e a ""Adoração dos Magos"", são consideradas obras-primas da pintura portuguesa do século XVI. O museu possui, ainda, uma notável coleção de arte sacra, com peças provenientes de igrejas e conventos da região. O edifício do Paço Episcopal, com a sua arquitetura solene e os seus claustros, é, por si só, um monumento de grande valor histórico e artístico.",Viseu
"Igreja da Misericórdia de Viseu","A Igreja da Misericórdia de Viseu, construída no século XVI, é um notável exemplo da arquitetura maneirista portuguesa. A igreja, de nave única, possui uma fachada sóbria, com um portal encimado por um frontão triangular. No interior, destaca-se o retábulo do altar-mor, em talha dourada, com pinturas atribuídas a Vasco Fernandes (Grão Vasco). A capela-mor, coberta por uma abóbada de berço, é revestida a azulejos do século XVIII, que representam cenas da vida de Cristo. A igreja está classificada como Imóvel de Interesse Público e é um local de culto e de visita, que testemunha a importância da Santa Casa da Misericórdia na história social e religiosa da cidade. A sua localização, na praça da Sé, torna-a um elemento central do conjunto monumental viseense.",Viseu
"Parque do Fontelo","O Parque do Fontelo, situado na periferia de Viseu, é um espaço verde de grande beleza, que ocupa a antiga cerca do Paço Episcopal. O parque, do século XVI, inclui um palacete renascentista, uma capela, um estádio municipal e várias fontes e lagos. Os jardins, de inspiração italiana, são compostos por sebes, canteiros e alamedas arborizadas, que criam um ambiente de tranquilidade e romantismo. O parque é um local de lazer para os viseenses, ideal para caminhadas, jogos e piqueniques. O estádio do Fontelo, com o seu passado desportivo, é, atualmente, um espaço polidesportivo, que acolhe eventos culturais e desportivos. O Parque do Fontelo é, assim, um refúgio verde no coração da cidade, que combina história, natureza e desporto.",Viseu
"Cava de Viriato","A Cava de Viriato, situada em Viseu, é um monumento arqueológico único em Portugal, consistindo num octógono de terraplenos e fossos, com cerca de 38 hectares. A origem e função da Cava são ainda hoje motivo de debate entre os historiadores, tendo sido interpretada como um acampamento militar romano, uma estrutura defensiva ou um recinto sagrado. A lenda popular associa-a ao líder lusitano Viriato, que teria aqui estabelecido o seu quartel-general durante a resistência à invasão romana. A Cava de Viriato está classificada como Monumento Nacional e é um local de grande interesse histórico e paisagístico, rodeado por um parque arborizado, ideal para passeios e desporto. No centro do octógono, ergue-se uma estátua de Viriato, da autoria do escultor Mariano Benlliure, inaugurada em 1940.",Viseu
"Capela de São Mateus","A Capela de São Mateus, situada no Monte de São Mateus, em Viseu, é um pequeno templo de origem medieval, que oferece uma vista panorâmica sobre a cidade e a serra do Caramulo. A capela, reconstruída no século XVIII, é dedicada a São Mateus, padroeiro dos cobradores de impostos, e é local de peregrinação durante a festa em honra do santo, que se realiza em setembro. O adro da capela, com a sua cruz de pedra e os seus bancos, é um local de contemplação e de descanso, muito procurado pelos visitantes. O acesso ao Monte de São Mateus é feito por uma estrada sinuosa, que serpenteia pela encosta, oferecendo, ao longo do percurso, várias perspetivas sobre a cidade. A capela e o miradouro são pontos de referência da paisagem viseense.",Viseu
"Feira de São Mateus","A Feira de São Mateus, realizada anualmente em Viseu, é uma das mais antigas e importantes feiras de Portugal, com origens que remontam ao século XIII. A feira, que se realiza no recinto da Feira de São Mateus, no Parque da Cidade, dura cerca de um mês, de agosto a setembro, e inclui uma diversidade de atividades, como parques de diversões, concertos, espetáculos de folclore, feira de artesanato e tasquinhas com gastronomia regional. A Feira de São Mateus é um evento de grande tradição e popularidade, que atrai visitantes de todo o país, contribuindo para a animação e dinamização da cidade. A feira é, também, um espaço de promoção dos produtos regionais, como o vinho do Dão, o queijo da serra e o fumeiro.",Viseu
"Muralhas de Viseu","As Muralhas de Viseu, também conhecidas como Cerca Velha ou Muralhas do Românico, são um conjunto de fortificações que protegiam a cidade medieval. As muralhas, construídas entre os séculos XII e XIII, foram sendo integradas no tecido urbano, à medida que a cidade se expandia. Atualmente, restam alguns troços das muralhas, bem como duas portas: a Porta do Soar, também conhecida como Arco dos Melos, e a Porta de São Francisco. A Porta do Soar, de arco quebrado, é a mais bem conservada e dá acesso ao centro histórico. As muralhas estão classificadas como Monumento Nacional e são um testemunho da importância estratégica de Viseu na Idade Média. O percurso ao longo das muralhas permite descobrir vestígios do passado medieval da cidade e desfrutar de vistas sobre o casario histórico.",Viseu
"Igreja dos Terceiros de São Francisco","A Igreja dos Terceiros de São Francisco, situada em Viseu, é um notável exemplo da arquitetura barroca portuguesa. A igreja, construída no século XVIII, pertenceu à Ordem Terceira de São Francisco, uma confraria de leigos. A fachada, de linhas curvas e movimento, é decorada com elementos em talha dourada e azulejos. O interior, de nave única, é revestido a talha dourada, criando um efeito de grande riqueza e teatralidade. O altar-mor, dedicado a Nossa Senhora da Conceição, é uma obra-prima da talha barroca, com colunas salomónicas, anjos e motivos florais. A igreja está classificada como Imóvel de Interesse Público e é um local de culto e de visita, que testemunha o fervor religioso e o mecenato artístico da Ordem Terceira em Viseu.",Viseu
"Solar do Vinho do Dão","O Solar do Vinho do Dão, situado em Viseu, é um espaço dedicado à promoção e divulgação dos vinhos da região do Dão. O solar, instalado num edifício histórico do século XVIII, inclui uma enoteca, uma sala de provas, um auditório e uma loja. A enoteca oferece uma vasta seleção de vinhos do Dão, que podem ser degustados no local ou adquiridos. O Solar do Vinho do Dão organiza, ainda, atividades como workshops de enologia, provas comentadas e jantares temáticos, que visam dar a conhecer a diversidade e a qualidade dos vinhos da região. O espaço é, também, um local de realização de eventos culturais, como exposições, concertos e lançamentos de livros. O Solar do Vinho do Dão é, assim, um ponto de encontro para os amantes do vinho e da cultura.",Viseu
"Miradouro do Monte do Pilar","O Miradouro do Monte do Pilar, situado em Viseu, oferece uma vista panorâmica sobre a cidade, a serra do Caramulo e a serra da Estrela. O miradouro, localizado a 618 metros de altitude, é um local de eleição para contemplar o pôr-do-sol e para fotografar a paisagem. No local, ergue-se a capela de Nossa Senhora do Pilar, um pequeno templo de origem medieval, que foi reconstruído no século XVIII. O miradouro é, também, um ponto de partida para percursos pedestres e de BTT, que exploram a serra do Caramulo e os seus valores naturais. O acesso ao Monte do Pilar é feito por uma estrada florestal, que serpenteia pela encosta, oferecendo, ao longo do percurso, várias perspetivas sobre a cidade e a serra.",Viseu
"Jardim das Mães","O Jardim das Mães, situado no centro de Viseu, é um espaço verde dedicado às mães da cidade. O jardim, inaugurado em 1952, inclui um lago com patos, um coreto, um parque infantil e um quiosque. O lago, atravessado por uma ponte pedonal, é rodeado por canteiros de flores e árvores, que proporcionam sombra e frescura. O jardim é um local de lazer para famílias, ideal para passeios, jogos e piqueniques. A sua localização, próximo da avenida da Europa e do Parque Aquilino Ribeiro, torna-o um local de passagem e de convívio para os viseenses. O Jardim das Mães é, também, um palco de eventos culturais, como concertos, feiras e exposições, contribuindo para a animação da cidade.",Viseu
"Teatro Viriato","O Teatro Viriato, situado em Viseu, é um dos mais importantes espaços culturais da cidade. O teatro, instalado num edifício do século XIX, foi recuperado e modernizado, mantendo a sua fachada histórica. A sala de espetáculos, com capacidade para 400 pessoas, acolhe uma programação diversificada, que inclui teatro, dança, música, ópera e cinema. O Teatro Viriato é, também, um centro de criação artística, com residências para artistas e projetos educativos, que visam formar novos públicos. O teatro contribui, decisivamente, para a vida cultural de Viseu, promovendo a difusão das artes performativas e o acesso à cultura. A sua localização, no centro da cidade, torna-o um ponto de referência para os amantes das artes.",Viseu
"Ponte da Pedra","A Ponte da Pedra, também conhecida como Ponte Medieval de Vildemoinhos, é uma ponte de origem romana, reconstruída na Idade Média. A ponte, situada sobre o rio Pavia, na freguesia de Vildemoinhos, é composta por três arcos de volta perfeita, em granito. A ponte está classificada como Imóvel de Interesse Público e é um testemunho da importância das vias de comunicação na região. A sua localização, numa zona rural, rodeada por campos e matas, torna-a um local pitoresco e tranquilo, ideal para passeios e piqueniques. A Ponte da Pedra é, também, um ponto de partida para percursos pedestres e de BTT, que exploram o vale do rio Pavia e os seus valores naturais e culturais.",Vildemoinhos
"Capela de Nossa Senhora da Vitória","A Capela de Nossa Senhora da Vitória, situada no Monte de São Luís, em Viseu, é um pequeno templo de origem medieval, que comemora a vitória das tropas portuguesas na Batalha de Aljubarrota, em 1385. A capela, reconstruída no século XVIII, é dedicada a Nossa Senhora da Vitória, padroeira dos combatentes. O interior, de nave única, é decorado com azulejos do século XVIII, que representam cenas da batalha. A capela está classificada como Imóvel de Interesse Público e é um local de culto e de peregrinação, especialmente durante a festa em honra de Nossa Senhora da Vitória, que se realiza em agosto. O miradouro anexo à capela oferece uma vista deslumbrante sobre a cidade e a serra do Caramulo.",Viseu
"Parque Biológico de Viseu","O Parque Biológico de Viseu, situado na Quinta da Cruz, é um espaço dedicado à educação ambiental e à conservação da natureza. O parque, inaugurado em 2013, ocupa uma área de 14 hectares e inclui um centro de interpretação, um viveiro de plantas autóctones, um percurso pedestre e várias estações temáticas. O percurso, com 2,5 km, permite observar a flora e fauna locais, com destaque para as aves, os anfíbios e os répteis. O parque oferece, ainda, atividades pedagógicas, como workshops, saídas de campo e campos de férias, que visam sensibilizar os visitantes para a importância da biodiversidade e da sustentabilidade. O Parque Biológico de Viseu é, assim, um local de descoberta e aprendizagem, que promove o contacto com a natureza e a adoção de comportamentos ambientalmente responsáveis.",Viseu
"Fundação Lapa do Lobo","A Fundação Lapa do Lobo, situada no concelho de Nelas, é um centro cultural que tem como objetivo a promoção das artes e da cultura. A fundação, instalada numa antiga quinta, inclui um auditório, uma galeria de exposições, uma biblioteca e um parque escultórico. A programação da fundação é diversificada, incluindo concertos, exposições, teatro, dança, cinema e residências artísticas. O parque escultórico, com obras de artistas nacionais e internacionais, é um espaço de diálogo entre a arte e a natureza. A Fundação Lapa do Lobo é, também, um local de realização de eventos como festivais, encontros e conferências, que atraem públicos de várias idades e interesses. A sua localização, no coração da região do Dão, torna-a um polo cultural de referência, que contribui para a dinamização da vida artística da região.",Nelas
"Castelo de Penalva","O Castelo de Penalva, também conhecido como Castelo de Pindo, é uma fortificação medieval situada no concelho de Penalva do Castelo. O castelo, construído no século XII, foi um importante ponto de defesa da região durante a Reconquista Cristã. Do conjunto fortificado, restam a torre de menagem, de planta quadrangular, e alguns troços das muralhas. A torre, com 20 metros de altura, oferece uma vista panorâmica sobre a vila de Penalva do Castelo e a serra da Estrela. O castelo está classificado como Imóvel de Interesse Público e é um local de grande interesse histórico e paisagístico. O acesso ao castelo é feito por um caminho pedonal, que serpenteia pela encosta, oferecendo, ao longo do percurso, vistas sobre a paisagem envolvente.",Penalva do Castelo
"Pelourinho de Penalva do Castelo","O Pelourinho de Penalva do Castelo, situado no Largo do Pelourinho, é um símbolo do poder municipal e da autonomia da vila. O pelourinho, de estilo manuelino, foi construído no século XVI, após a concessão do foral por D. Manuel I, em 1515. A coluna, de fuste oitavado, é encimada por um capitel decorado com esferas armilares e a esfera armilar, símbolos do rei D. Manuel I. O pelourinho está classificado como Imóvel de Interesse Público e é um testemunho da importância histórica de Penalva do Castelo. A sua localização, no centro da vila, junto à igreja matriz e aos antigos paços do concelho, torna-o um elemento central do conjunto patrimonial local.",Penalva do Castelo
