Title;Description;StartLocationName
GR 50 Etapa 13 – Gerês - Ermida;"A etapa tem início bem no centro das Caldas do Gerês, junto à praceta Prof. Dr. Emídio José Ribeiro. Deve seguir para Este, tomando a rua Augusto Sérgio Almeida Maio até encontrar a rua do Lugar Carona, ao deixar a rua asfaltada vai entrar num carreiro aberto entre vegetação. Caminhe por cerca de 1 quilómetro para atingir a estrada florestal da Pedra Bela. Continue à direita por estrada asfaltada onde, um pouco mais à frente, verá a Fonte do Azeral, apanhe o trilho que passa por detrás da fonte. Este trilho vai conduzi-lo por um estradão até ao Curral da Lomba do Vidoeiro, aqui poderá observar várias mariolas que se impõem na paisagem.
Prossiga pelo velho caminho de pastores, de acesso aos prados da serra. Passará pelo Curral da Carvalha das Éguas, que conta com um abrigo sofisticado, sendo também o ponto mais elevado deste percurso (cerca de 940 metros de altitude).
Continue para Sul, em direção do Varejeiro. Ao atravessar uma linha de água, vai caminhar sobre um caminho mais largo e regular até chegar a um cruzamento de caminhos, aqui deve tomar a direção da Ermida. Mais à frente vai atingir o entroncamento da Cascata do Arado. Entre no trilho de acesso ao Miradouro da Rocas (aconselha-se a subida ao miradouro para contemplar uma fantástica paisagem) e posteriormente contorne o conjunto granítico que sustenta o miradouro. Mais à frente encontrará um caminho florestal que o irá conduzir à Ermida, para assim terminar esta etapa.
Aproveite para visitar Ermida, uma comunidade de montanha com fortes ligações à serra e aos seus recursos.";Gerês
GR 50 Etapa 14 – Ermida - Fafião;"Iniciará esta etapa no miradouro da Ermida, siga pelos arruamentos da aldeia, rumo ao um caminho agrícola que ladeia a zona da veiga que o vai conduzir à ponte da Rajada, para atravessar o rio Arado. De seguida comece uma subida íngreme, por um carreiro velho muito marcado pela vertente granítica, arrepiando caminho até às Fragas de Viseu, aqui apanhe o caminho florestal e siga até à denominada “Casa do Médico”, na Tribela. Mantenha-se na mesma direção e contorne o muro da propriedade. Um pouco mais adiante entre no trilho que dá acesso à ponte de Servas, para atravessar o rio do Conho. Ao deixar o vale do Conho, continue para Este e rapidamente chegará ao Curral de Pinhô, atingindo assim o ponto mais elevado desta etapa (784 metros). A partir daqui, vai iniciar uma descida até encontrar o rio Fafião. O troço final desta descida é extremamente acentuado e é constituído por trilho, com algumas partes em escadaria granítica. Atravesse o rio Fafião pela Ponte da Pigarreira, caminhe alguns metros em estrada asfaltada, até apanhar um carreiro que o vai levar à aldeia de Fafião, irá passar ao lado do magnífico Fojo do Lobo.
Irá terminar esta etapa na aldeia Fafião, aqui aproveite para visitar o Pólo do Ecomuseu de Barroso, que muito tem contribuído para a preservação da identidade local. ";Ermida
GR 50 Etapa 18 – Outeiro – Pitões de Júnias;"Vai iniciar esta etapa na bonita localidade de Outeiro, que está enquadrada num cenário de grande beleza, sendo marcada pelo espelho de água da albufeira de Paradela e pelo verde dos prados de lima. Desça pelo interior da aldeia e admire elementos patrimoniais como a eira, as fontes, o tanque e o bebedouro. Saia da aldeia pelo caminho empedrado que o vai encaminhar para o fundo do vale para atravessar a pequena ponte sobre o rio Meão, junto do Moinho do Canto. Mantenha-se no caminho e contemple o belo mosaico de lameiros e campos agrícolas que o rodeiam. Um pouco mais adiante atravesse uma ponte e os últimos lameiros de Outeiro. Vai agora apanhar um caminho mais agreste, onde vai seguir pela encosta da margem esquerda do ribeiro do Beredo, que o fará chegar ao termo de Pitões de Júnias. O percurso vai fazer com que se cruze com o bucólico carvalhal do Beredo, passando pela Portela da Fairra onde poderá apreciar um belo exemplar de silha dos ursos e o fojo de cabrita.
Depois de passar pelo fojo da Portela da Fairra, retome a direção Norte, continue a percorrer a margem esquerda do Beredo, entrando numa zona de carvalhal mais denso. Mais à frente vai descer ligeiramente e atravessar o ribeiro de Campesinho pela pequena ponte de madeira para logo de seguida iniciar a subida pela encosta de carvalhal em direção a Pitões de Júnias. Pouco depois, a rota vai entrar no passadiço do miradouro da cascata de Pitões de Júnias, pare e aproveite para visualizar a famosa queda de água. Continue a subir o passadiço até atingir um caminho em calçada que o conduzirá até Pitões de Júnias.
Entre na aldeia pela veiga agrícola, onde vai encontrar um dos mais belos panoramas do Parque Nacional! Este cenário é único, com mosaico de campos de cultivo dispostos em torno da aldeia e ao fundo os picos da serra do Gerês. A rota leva-o ao largo da antiga escola primária, que é um excelente miradouro para se observar o vale do Beredo e a Albufeira de Paradela. Vai terminar esta fantástica etapa na aldeia de Pitões de Júnias, onde a deve visitar calmamente, usufruindo da sua tranquilidade. Faça uma visita ao Pólo do Ecomuseu de Barroso, aqui pode encontrar informação valiosa e adicional sobre Pitões de Júnias.";Outeiro
GR 50 Etapa 19 – Pitões de Júnias - Tourém;"Partirá do largo da antiga escola primária de Pitões de Júnias, iniciando assim esta etapa. Vai passar pelo Largo de Eiró e de seguida pela rua do Outeiro em direção a Norte. Vai apanhar um desvio no primeiro caminho à esquerda e deve continuar por cerca de 1,8 quilómetros em caminho florestal que atravessa uma zona de carvalhal. Quando alcançar a estrada asfaltada, passará pela ponte de guardas metálicas, tome o caminho à direita, para seguir rumo a chã do ribeiro de Valongo em direção à Portela de Pitões. Neste troço vai ver acompanhado por um mosaico agroflorestal e zonas de matos, onde existem pequenas áreas higroturfosas, formando assim um complexo conjunto de habitats extremamente ricos em biodiversidade.
Na Portela de Pitões, onde o marco 67 assinala a fronteira entre Portugal e Espanha, terá a possibilidade de apreciar o contraste entre os picos graníticos da serra do Gerês e o relevo suave do planalto da Mourela. Vai ver também uma anta, monumento fúnebre do período do Neolítico, evidenciando a antiguidade da ocupação humana desta região.
Continue pelo troço espanhol da etapa, indo para Este por um caminho florestal que o vai encaminhar até ao Alto do Pisco, ponto de maior altitude desta etapa (1284 metros). A vista é estonteante! Aqui encontra-se um albergue espanhol. Siga pelo caminho florestal, onde deve desviar próximo do Alto do Padinho para entrar novamente em solo português, junto ao marco 78. Continue o caminho florestal em direção a Tourém, onde aos poucos vai vislumbrando a aldeia, cercada por um extenso mosaico de campos, lameiros e bosques de carvalho.
A entrada em Tourém faz-se por caminho agrícola, passará pela calçada junto à igreja de São Pedro. Depois de um pequeno núcleo de casas e do Forno Comunitário, siga pelo caminho empedrado que atravessa parte da zona agrícola, onde vai passar mesmo em frente da antiga corte do boi povo, hoje um Pólo do Ecomuseu de Barroso. Continue para atingir o Largo do Outeiro, para terminar esta épica etapa. Caso ainda tenha ar nos pulmões, pode descer 500 metros até à ponte sobre a albufeira de Salas e apreciar a sua envolvente.
Destacar que pode ainda visitar a aldeia, percorrendo as suas estreitas ruas entre os casarios de granito.";Pitões de Júnias
PR1 VNH Fragas do Pinheiro;"O percurso Fragas do Pinheiro tem início na freguesia de Pinheiro Novo, no concelho de Vinhais. Com cerca de 11km de extensão, este percurso tem um nível de dificuldade médio/ alto e percorre paisagens do Parque Natural de Montesinho. 
O trajeto pode ser percorrido nos dois sentidos, no entanto, aconselha-se que o mesmo se realize com orientação para Norte da aldeia de pinheiro Novo. O percurso permite observar a ruralidade desta região, com a arquitetura típica espelhada em adegas, palheiros e currais, seguindo por caminhos rurais. A história desta região é marcada pelo contrabando, em que os caminhos agora percorridos pelos visitantes, eram os trilhos dos antigos contrabandistas, cujas histórias são contadas pelos habitantes locais. 
O trajeto segue em direção à fronteira, por entre currais e fragas, cujos pastores e contrabandistas nomearam: Fraga que Toca, Fragas das Cruzes, dos Cães, entre muitas outras, que o tempo moldou e caracterizam hoje estas paisagens. Do Lapedo ao Monte da Igrejinha, caminha-se agora para Nascente, atingindo um ponto de paragem obrigatória, de onde se avista Espanha. Daqui, é possível avistar Manzaneda e para Orienta a Sanábria.
Já próximo da localidade de Tameirão, é possível observar a antiga estrada romana da Géria, que passava junto à raia. O percurso desce então rumo a Sudoeste, serpenteando por entre terrenos planos, com urzes (Calluna vulgaris) e carqueja (Baccharis trímera) a cobrir a paisagem. Rapidamente surgem as primeiras terras de pão e seguindo para sul, a descida final, que antes de atingir ao fim do percurso, cruza o Lombeiro da Corga de Ola, uma construção dolménica contruída nas proximidades. 
O percurso termina na aldeia de Pinheiro Novo, ponto de partida para este percurso circular que leva os caminhantes na descoberta de uma zona de fronteira, rica em história, mas também em natureza, sempre acompanhados pela fauna e flora que caracteriza o Parque Natural de Montesinho. 
";Pinheiro Novo
PR3 VNH A Caminho da Cidadela;"Com início em Vinhais, este percurso circular permite percorrer e descobrir as paisagens do Parque Biológico. O trilho até ao Parque, é feito por entre campos de cultivo, com toda a variedade de cores, que caracterizam a região. 
O trilho parte de Vinhais e passa pela Escola D. Afonso III em direção ao Parque Biológico. Aqui sugere-se uma pausa para explorar o local, conhecer os animais e visitar o Centro Interpretativo das Raças Autóctones e o Centro Micológico.
Durante todo o trajeto é possível observar a fauna e flora do Parque Natural de Montesinho, com destaque para espécies como o corço (Capreolus capreolus), o javali (Sus scrofa) ou o lobo-ibérico (Canis lupus), mas também várias espécies de aves, como a Águia-Real (Aquilla chrysaetos), a Cegonha preta (Cicconia nigra), entre muitas outras que sobrevoam o concelho de Vinhais. Esta zona é também abundante em espécies de flora, como é o Carvalho Negral (Quercus pyrenaica), a Azinheira (Quercus rotundifólia), mas também o castanheiro bravo e manso (Castanea sativa).
";Vinhais
Centro de Cyclin’ Vinhais Percurso 1 – Verde;"Este percurso de BTT do concelho de Vinhais, parte do Centro de BTT, localizado no Parque Biológico, e segue pelas paisagens do Parque Natural de Montesinho. 
O trilho percorre caminhos regulares e largos e cruza os observatórios da Charca de Vidoeira e Barragem de Prada. 
";Vinhais
Centro de Cyclin’ Vinhais Percurso 3 – Vermelho;"Com início e fim no centro de BTT de Vinhais, localizado no Parque Biológico, este percurso circular destina-se a praticantes com alguma experiência. 
Com vários pontos de interesse ao longo de todo o trajeto, o trilho passa pelo observatório da Charca de Vidoeira até à Fraga dos Três Reinos, local histórico que marcava a fronteira entre os Reinos de Portugal, Castela e Leão, e Galiza, por caminhos que combinam história com a beleza das paisagens do Parque Natural de Montesinho. 
Ao longo dos cerca de 47km de percurso, é possível visitar a aldeia Histórica de Moimenta e as localidades de Montouto, Travanca, Paçó e Prada.
";Vinhais
Pela Planície Alentejana;"Este percurso é um passeio por caminhos rurais simples, onde poderá apreciar campos agrícolas e terá o privilégio de observar como se desenrola o cultivo da vinha, da amendoeira, da oliveira e sobro.
Está perante um percurso com um grau de dificuldade moderado que vai percorrer o lado Norte dentro dos limites da Freguesia de Cuba.
Vai iniciar esta jornada junto ao Monumento ao Cante, obra de António Carrilho, que homenageia os grupos corais, imortalizando-os nas nossas memórias. 
Siga por cerca de 1,6 quilómetros até encontrar a quinta da Pigarça. Quinta que se dedica à produção de vinhos, azeite e à criação do famoso Cavalo Lusitano.
Depois de conhecer a Quinta da Pigarça, continue a contemplar a maravilhosa paisagem alentejana que o irá acompanhar pelo percurso até encontrar a cerca de 3,5 quilómetros um ótimo local para descansar.
De volta à estrada e um pouco mais adiante vai ter a oportunidade de observar um bebedouro para animais e uma talha centenária, uns metros à frente passe por um riacho e siga em direção à Quinta da Marquesa.
Depois de passar pela quinta, siga o caminho e desfrute de toda a envolvência paisagística que só Cuba lhe pode proporcionar até atingir o ponto de partida (Monumento do Cante), para assim terminar esta bela jornada.";Cuba
PR4 MBR – Caminho de São Torcato;"Este percurso linear de cerca de 8km, tem início no Terreiro das Freiras, em Moimenta da Beira. 
Este percurso segue pela localidade em direção ao Santuário de São Torcato, já na freguesia de Cabaços. Um santuário a 920 metros de altitude, com um miradouro que permite observar a natureza envolvente. 
";Moimenta da Beira 
Por Trilhos Rurais de Cuba;"Está perante um percurso de fácil acesso, que lhe vai mostrar campos verdejantes, hortas que circundam a Vila de Cuba, hortejos, vinhas e montes. Nesta rota vai encontrar ainda pontos estratégicos que pela sua altitude lhe vão relevar magníficas paisagens urbanas e rurais deste território.
Vai iniciar esta jornada no Jardim do 25 de Abril em Cuba, onde uns metros mais à frente terá logo a oportunidade de visitar a Igreja Nossa Senhora da Rocha e o seu Portal Manuelino.
No decorrer deste trilho vão evidenciar-se na paisagem as vinhas, as hortas, os campos verdejantes e os olivais que circundam a encantadora Vila de Cuba.
Vai passar por montes que têm em si pontos que lhe irão permitir contemplar paisagens urbanas e rurais só possíveis neste território.
Estão inseridos neste trajeto um vasto e rico património cultural e monumental como o antigo aqueduto da Quinta da Esperança, a ermida de S. Pedro e a antiga casa do Taquenho que merecem a sua visita.
Depois de contemplar a riqueza e beleza das paisagens que circundam Cuba, siga rumo à Estação do Caminho de Ferro para posteriormente terminar esta incrível jornada no Jardim dos Combatentes.";Cuba
PR1 MGD – Trilho de São Cristovão;"O percurso pedestre, Trilho de São Cristovão, faz parte da Rede de Percursos Pedestres do Concelho de Mogadouro, com aproximadamente 11 km, é circular e inicia-se no Largo da Igreja da Misericórdia, em Mogadouro. Com uma riqueza patrimonial imensa desde logo o Castelo, a Igreja da Misericórdia, o Pelourinho e do lado oposto, a Igreja Matriz. Percorrendo as ruas da vila, vai encontrar a Capela de Santa Ana onde terá uma panorâmica sobre uma vasta área que constitui um mosaico de cores e formas, que vai variando consoante as estações do ano. 

O percurso começa a descer para junto da ribeira do Pontão, passando por campos de cultivo de cereais até a um pequeno bosque ribeirinho, onde o verde é intenso. Segue-se à aldeia de Figueira, onde será prudente descansar para preparar a subida ao Miradouro de São Cristóvão, no alto da serra da Figueira, aqui vai gozar de uma vista privilegiada sobre a vila, pode também observar as serras do Reboredo, Bornes e Nogueira e o Planalto Mirandês. Desça agora pelo lado este é tranquila e desfrute mais da paisagem. Chegado ao Parque Urbano da Ribeira do Juncal, será brindado por espaço bastante agradável para fazer uma pequena pausa, desfrute do parque. A “Porta” da Rota da Terra Fria Transmontana e o Centro de Interpretação do Mundo Rural permite obter alguma informação adicional sobre os locais a visitar.
 
O percurso termina mais adiante depois de subir a avenida junto às piscinas municipais, passando pela Fonte da Vila, feita em pedra, cuja água é saboreada por todos, e rapidamente nos encontramos no Largo da Misericórdia, para assim terminar esta incrível jornada no ponto de partida.
";Mogadouro
Grande Rota Santa Maria - Etapa 1;"A Grande Rota de Santa Maria sugere 78,6km por toda a Ilha de Santa Maria, por caminhos que exploram o melhor da região. Geossítios, áreas protegidas e paisagens únicas, são apenas alguns dos encantos que a ilha tem para oferecer e que esta rota permite observar.

A Etapa 1 tem início em Vila do Porto e propõem um percurso linear até à zona rural do Cardal. O percurso parte do Forte de São Brás e segue para fora da Vila. Pouco depois do início, o trajeto cruza a Pedreira do Campo, um geossítio singular pelas suas características paleontológicas e vulcanológica, onde é possível observar vários fósseis marinhos.  

O percurso segue por paisagens agrícolas, passa as Grutas do Figueiral e continua rumo à Prainha e Praia Formosa. Nesta fase do percurso aconselha-se especial atenção e no caso de agitação marítima sugere-se que se opte pelo caminho alternativo. 

Deixando a zona balnear, o trilho segue e passa pela ermida de Nossa Senhora dos Remédios, seguindo por um caminho velho da Praia, uma antiga passagem que liga a baía à freguesia de Santo Espírito.

A etapa segue pela orla costeira, cruzando troços de estrada regional e caminhos rurais. Antes do final, sugere-se uma visita à Ribeira do Maloás, um geossítio que merece especial atenção pela impressionante formação geológica. 

A Etapa 1 termina no Cardal, por trilhos de terra batida, num percurso por entre paisagens classificadas, num território que vale a pena conhecer. 
";Vila do Porto
Grande Rota Santa Maria – Etapa 2;"A Grande Rota de Santa Maria sugere 78,6km por toda a Ilha de Santa Maria, por caminhos que exploram o melhor da região. Geossítios, áreas protegidas e paisagens únicas, são apenas alguns dos encantos que a ilha tem para oferecer e que esta rota permite observar.

Com início na zona rural do Cardal, a Etapa 2 da GR 1 SMA propõem 21,5 km de paisagens únicas da ilha mais a sul e mais a oriente do Arquipélago dos Açores. O trajeto inicia-se na estrada regional, por onde se deve seguir com especial atenção até à Ponta do Castelo. Na bifurcação deve seguir-se em direção à Maia, onde se pode optar por ir até à Ponta do Castelo ou visitar o Farol de Gonçalo Velho (visita com marcação prévia).

O trajeto segue pelas piscinas naturais e cruza uma das cascatas mais altas do país, a Cascata de Aveiro, com 80 metros de altura. O trilho segue agora por entre vinhas, subindo a arriba até Santo Espírito. O Miradouro do Espigão é o próximo ponto do trajeto, num local com uma paisagem privilegiada, com a Baía de São Lourenço como pano de fundo. 

Passada a Ribeira do Salto, inicia-se uma descida por socalcos de vinha, atravessa-se a baía até atingir o caminho que sobe para o Barreiro. Ao chegar ao topo da subida, deve seguir-se pela direita para encontrar o miradouro dos Alagares, de onde é possível avistar a Baía de São Lourenço. 

O percurso segue e cruza a antiga estação LORAN e o farol, nesta fase é possível observar toda a costa Norte da ilha, bem como o ilhéu das Lagoínhas. O percurso continua até o Lugar do Norte, onde termina. 
";Cardal
Grande Rota Santa Maria – Etapa 3;"A Grande Rota de Santa Maria sugere 78,6km por toda a Ilha de Santa Maria, por caminhos que exploram o melhor da região. Geossítios, áreas protegidas e paisagens únicas, são apenas alguns dos encantos que a ilha tem para oferecer e que esta rota permite observar.

A Etapa 3 com cerca de 16km, liga o Lugar do Norte ao Lugar das Bananeiras. Partindo do centro do Lugar Norte, esta etapa segue em direção à freguesia de Santa Bárbara, cruzando as localidades de Lagos, Poço Grande e Boavista. 

Pouco depois da partida, sugere-se uma visita ao Poço da Pedreira, uma antiga pedreira que fornecia pedras de cantaria para as típicas casas Marienses. Depois da Pedreira, o trajeto dirige-se para sul, passa por Arrebentão e próximo do lugar do Forno é possível descer pelo caminho pedonal até à Ribeira do Salto de onde é possível admirar a cascata de Cai’Água.

O trilho dirige-se agora para o ponto mais alto da ilha, a 587 metros de altitude. O Pico Alto é rico em vegetação endémica e é sem dúvida um local de grande beleza natural. Nesta fase do trajeto, o percurso atravessa uma área florestal e após cruzar o Marco geodésico, é possível aproveitar uma vista privilegiado sobre a freguesia de São Pedro.

O percurso segue por estrada regional, para depois continuar por entre campos agrícolas e florestais. 
A etapa termina na localidade de Bananeiras, seguindo pela estrada junto ao fontanário.
";Lugar do Norte
Grande Rota Santa Maria – Etapa 4;"A Grande Rota de Santa Maria sugere 78,6km por toda a Ilha de Santa Maria, por caminhos que exploram o melhor da região. Geossítios, áreas protegidas e paisagens únicas, são apenas alguns dos encantos que a ilha tem para oferecer e que esta rota permite observar.

A quarta e última etapa da Grande Rota de Santa Maria, sugere um trajeto de 23,5km pela costa Noroeste da ilha, fazendo a ligação entre a localidade das Bananeiras e Vila do Porto.

A Etapa tem início nas Bananeiras, local de onde parte e se dirige para a Baía do Raposo. Este geossítio é um dos vários espalhados pela ilha. Aqui é possível visitar as ruínas de duas azenhas, a levada que os alimenta e um lagar, testemunhos da cultura vinhateira local.

Seguindo para Oeste, o trilho continua e cruza agora o Barreiro da Faneca. Um geossítio que preserva um testemunho da última fase eruptiva da ilha e onde predominam argilas de cor avermelhada. Seguindo pelo Monte Gordo, esta etapa continua em direção aos Anjos, lugar repleto de história, onde os navegadores portugueses desembarcaram no século XV.

Seguindo pela orla costeira, o trilho passa pela zona balnear de Anjos e continua por terrenos agrícolas e baldios, junto à vedação do aeroporto. Ao atingir o fim do aeroporto, o trilho dirige-se para a foz da Ribeira Seca, entrando numa área protegida com uma vista única do ilhéu da Vila.

Próximo do fim, a etapa contorna a encosta de onde é possível avistar o porto comercial e o centro histórico da Vila, ponto onde termina a última etapa desta Grande Rota que permite conhecer a Ilha de Santa Maria. 

";Bananeiras
GRANDE ROTA - CYCL’IN AZORES – Santa Maria ;"A Grande Rota Cycl’in Azores percorre toda a Ilha de Santa Maria, com um nível de dificuldade elevada, sendo apenas aconselhada para ciclistas experientes.
 Este é um percurso turístico que passa por alguns dos pontos de interesse mais interessantes da ilha, que merece ser desfrutado com tempo para admirar e desfrutar da paisagem. 

 Ao longo da rota sugere-se a visita à Maia e à Cascata do Aveiro, uma das maiores de Portugal, com cerca de 80 metros de altura. A Baía de S. Lourenço, Pico Alto e Anjos são também pontos que merecem uma pausa no percurso para admirar a paisagem. 

O percurso é todo ciclável, no entanto, o acesso ao Barreiro da Faneca e à Baía do Raposo devem ser feitos a pé. A beleza e importância destes pontos na ilha compensa a dificuldade de acesso.

Uma rota que explora os encantos da Ilha de Santa Maria e que não deve ser realizada apenas num dia, com possibilidade de alojamento em vários pontos ao longo do percurso, como é o caso Baía de S. Lourenço, Norte, Lagos, Santa Bárbara e Lagoinhas.
";Vila do Porto
PR2 MGD - Trilho do Monóptero;"Percurso com aproximadamente 16 km que tem início junto à Igreja Matriz de Santa Maria de Azinhoso. Igreja românica composta por nave e capela-mor, classificada como Imóvel de Interesse Público. Adossada à Igreja Matriz, encontra-se a Capela da Misericórdia que acolhe uma exposição permanente de Arte Sacra e, próximo da igreja, não deixe de observar o monumental pelourinho seiscentista. 

Comece a caminhada onde rapidamente vai atingir a ponte medieval, indício de que aqueles caminhos outrora eram percorridos. Aqui terá a oportunidade de vislumbrar alguns moinhos de água junto à ribeira de Bastelos, alguns exemplares de cegonhas e poços de água, na sua maioria já em desuso ou em ruína. 

A diversidade da paisagem permite-lhe uma contemplação mais atenta, ao chegar a um portal que nos dará acesso ao Monóptero de São Gonçalo, monumento muito enigmático. O Monóptero de São Gonçalo está situado no local onde existiu, outrora, uma ermida com a mesma invocação. Deixando esta singular construção avançamos para Penas Roias.
 
Em Penas Roais vai encontrar um património bastante rico e diversificado, as Capelas da Misericórdia, de Nossa Senhora das Dores e de Santa Cruz, a Igreja Matriz, de origem medieval, o Pelourinho e o Castelo, uma das mais importantes fortalezas medievais de Trás-os-Montes dado o papel que desempenhou no século XII, num período de afirmação do nascente reino de Portugal.
 
Siga agora por um caminho empedrado onde, mais adiante, vai encontrar a Fonte da Pedra, uma fonte de mergulho, junto a um pequeno ribeiro e um pequeno bosque ripícola de freixos e vidoeiros. Apanhe a estrada em terra e vire à direita num caminho antigo que o levará para a ribeira de Bastelos. Daqui, avistará um moinho de água em ruínas.

Passe a ribeira e faça um desvio para a direita para visitar as ruínas da Ermida de São Miguel. Vai conseguir vislumbrar parte das paredes, o arco de entrada e o arco triunfal que ainda se mantém integral. 

Retome a caminhada por um corredor de freixos que acompanha a ribeira até chegar a um pequeno parque de merendas onde deve pode repousar e desfrutar este espaço. De seguida, a albufeira de Bastelos, que abastece todo o Município de Mogadouro com água potável, permite-lhe a observação de uma grande diversidade de fauna e flora. 

Perto do final do percurso, junto à barragem, vire à esquerda e vá pelo caminho junto a pequenas hortas, campos em pousio, onde algumas ovelhas pastam livremente e encontram-se também alguns exemplares asininos de Raça Mirandesa, bem característico da região. 

Quando chegar a Azinhoso, destacar o lavadouro da aldeia, que servia e ainda serve toda a população local. Visite também a fonte de Vilar, de águas refrescantes e cristalinas e a fonte de mergulho, que antigamente servia a população com os cântaros cheios de água. Chegamos assim ao final desta jornada cheia de história e cultura do Planalto Mirandês.";Azinhoso
PR3 MGD – Trilho de São Fagundo;"Este percurso faz parte integrante da Rede Municipal de Percursos Pedestres do Concelho de Mogadouro. Tem início junto ao edifício da Junta de freguesia, em Urrós, com uma extensão de aproximadamente 14,4 km. 

O trajeto segue em direção à Torre Sineira e ao Museu Rural de Urrós, onde será possível ver um conjunto de objetos associados ao cultivo dos cereais e a sua transformação em pão. 

Já fora da aldeia poderá contemplar a Cascata do Poço da Frágua. Um pouco mais adiante, encontram-se as ruínas da Capela de São Fagundo, antigo templo medieval que ainda mantém intactos o portal frontal e o arco triunfal da capela-mor. Nas proximidades, conseguirá observar as várias sepulturas medievais escavadas na rocha, a Necrópole de São Fagundo, veja também as pegadas dos Mouros, pequenas covinhas e pegadas gravadas no granito. 

Vai agora percorrer pelo planalto com passagem por entre olivais tradicionais, vinhedos e amendoeiras, até chegar ao Miradouro da Cerca, que permite admirar as arribas do rio Douro e as escarpas abruptas que separam o planalto Mirandês de terras de Espanha. 

O trilho segue até ao Castro do Picão da Bouça d’Aires, onde se vêm vestígios de um antigo povoamento castrejo, e os miradouros, aos quais é atribuído o mesmo nome que ao Castro. Neste caminho, encontram-se uns degraus escavados na rocha. A população local chama-lhe Altarico, pois dá a sensação de subida a um pequeno altar. Na realidade são entalhes de assentamento de uma construção, possivelmente dos períodos romano ou medieval. 

Durante o percurso, podem ver-se diversas construções de arquitetura tradicional portuguesa, como as corriças, os pombais, os moinhos de água, os poços e as peculiares cegonhas. Estas últimas, são um engenho para retirar água do poço e posteriormente regar a horta. 

Perto do final deste percurso pedestre, já muito próximo da aldeia de Urrós, encontram-se as Bodegas, galerias abertas na rocha, onde antigamente era conservado o vinho e alguns alimentos. Nestas galerias a temperatura é mais fresca do que no exterior. Esta belíssima jornada  cheia de histórias, cultura e tradições, termina no seu ponto de partida.";Urrós
PR4 MGD – Trilho da Faia da Água Alta;"Este percurso integra a Rede de Percursos Pedestres do Concelho de Mogadouro. Tem aproximadamente 8,6 km, tem início junto à Capela de Santo Cristo, situada no Largo com o mesmo nome, na freguesia de Bemposta.

Daqui o trajeto parte em direção à Igreja Matriz de Bemposta, pelo caminho, vai descobrir vários exemplares de património histórico como o Pelourinho, a Capela de S. Sebastião, as casas brasonadas, as fontes de mergulho e as muralhas mandadas construir por D. Dinis, um passado da resistência de uma população às invasões. 

Quando chegar à Capela de Santa Bárbara pode admirar a paisagem no miradouro, de seguida o caminhe até ao Miradouro da Faia da Água Alta que se encontra fora da aldeia. Inicia-se uma descida pela encosta até atingir a ribeira de Bemposta, aqui, terá a oportunidade de usar os pequenos miradouros naturais, onde poderá contemplar as diversas perspetivas da cascata da Faia da Água Alta. 

Depois de atravessar a ribeira, começa uma subida por um caminho estreito e sinuoso. No topo irá surgir um miradouro sobre a ribeira de Bemposta que permite apreciar uma pequena e bela cascata. Ao contornar a encosta, avista-se o ponto mais emblemático deste percurso, a cascata da Faia da Água Alta, localizada um pouco antes da integração da ribeira de Lamoso na Ribeira de Bemposta, um afluente do Douro. A queda de água é surpreendente, sobretudo de novembro a abril, visto a cascata encontrar-se com mais caudal neste período, nos restantes meses do ano, a escarpa e a paisagem, são de elevado destaque paisagístico. 

Depois de admirar aquele fantástico fenómeno natural siga caminho até Lamoso, uma pequena aldeia no topo do monte, com poucas casas e população envelhecida. Para trás ficam os tempos e as glórias de uma aldeia. De seguida, a capela do Sr. da Apresentação honra-nos com a sua presença. 

Deve agora seguir pelo caminho que surge à direita em direção a Bemposta, percorrendo o caminho ancestral que ligava estas duas aldeias. Encontrará diversos vestígios via de comunicação ancestral como os pequenos troços de um empedrado até chegarmos à ponte sobre a Ribeira de Bemposta. 

O percurso pedestre e de regresso ao Largo do Santo Cristo, é possível desfrutar de uma paisagem rural de aldeia, de campos cultivados, de hortas meticulosamente cuidadas e pequenos pormenores de arquitetura rural edificada, para assim finalizar da melhor forma esta incrível experiência.";Bemposta
PR4 SJO Pico do Pedro – Pico da Esperança – Fajã do Ouvidor;"Descubra as deslumbrantes paisagens da Ilha de São Jorge, no coração do Arquipélago dos Açores, com um percurso imperdível de cerca de 17km.

Com início no Pico do Pedro, na freguesia da Urzelina, o trilho percorre a zona central da ilha, ao longo da cordilheira montanhosa. O Pico da Esperança é o segundo ponto sugerido no percurso. Sendo a zona mais alta da ilha, com 1053m de altitude, aqui é possível encontrar uma cratera com uma lagoa no seu interior, um local de uma beleza singular, que recompensa todo o esforço físico. Deste ponto, é possível avistar as ilhas Graciosa e Terceira, a norte, e Pico e Faial do lado sul. 

A rota segue e passa pelo Pico do Carvão, da Junça, Verde, Montoso, Morro Pelado, do Areiro e Pico Pinheiro. O percurso termina na Fajã do Ouvidor na costa Norte. Localizado na freguesia de Norte Grande, este ponto possui um miradouro com uma vista panorâmica sobre a Ilha de São Jorge. 
";Urzelina
